latitude,longitude,yield
-20.49836498230892,-49.5028396181749,101.0215237271332
-20.504949384161538,-49.49880412045102,96.64625349035241
-20.503391919485825,-49.498497989076014,99.6455525565076
-20.499512662106333,-49.50347975146872,91.7380593343443
-20.498081048023074,-49.504386503728895,96.80579857533297
-20.498480387404975,-49.49719238413931,90.49248831755158
-20.502757306905394,-49.50040199576231,96.37613297761851
-20.497878207786524,-49.504418362044945,91.85519074825034
-20.50262750912503,-49.4950513368283,92.96304700931125
-20.501746003018408,-49.50442219439004,90.19420370704331
-20.49753508594882,-49.49804964771141,98.5366348217724
-20.498503671009527,-49.495163210747364,99.30806314533338
-20.49650776589506,-49.502608198957844,96.82096218361555
-20.498423871076998,-49.50357750631313,98.11998126032667
-20.499316913966645,-49.50378615060578,89.3875760604255
-20.504063252321718,-49.50196724852432,93.53651598777884
-20.501322841969404,-49.503989541889894,95.06093832504884
-20.502347976323183,-49.49807838658306,108.14693775452545
-20.502560103566207,-49.5043770820187,89.52781289685052
-20.495269894452477,-49.4999057787185,102.80146246289127
-20.50106902275333,-49.49503303146147,99.99170378834025
-20.49607953444823,-49.49686029730494,96.4652995116935
-20.49868861374003,-49.498847805617686,104.38852537412451
-20.497051886964584,-49.50193746379213,102.66063806325714
-20.499973629068947,-49.49876104163708,97.28374974336049
-20.499230961153735,-49.49972958536088,95.8680060142857
-20.500074823061812,-49.5007391661611,102.44120178206006
-20.503047570122018,-49.5036928962326,100.55545214555775
-20.497775478847384,-49.49613395784759,91.91394238165068
-20.50219227637559,-49.50050215351179,88.57862352531549
-20.504756840335684,-49.50305377488179,94.00117216489443
-20.49854527704093,-49.50132240649123,97.28566992291515
-20.50322889320593,-49.50085870247471,94.75345722121459
-20.495595414156472,-49.49672462104433,101.23271511801859
-20.495460714229974,-49.497663856194386,92.81207052120817
-20.495851356097795,-49.497306951063585,94.87187702579024
-20.501298412997446,-49.504889687355714,95.47702297243463
-20.50484543383471,-49.5008384600182,99.25663089170565
-20.495716814374124,-49.50018655848365,84.57801695275565
-20.500718158516825,-49.50480807723177,92.267660868291
-20.495333451809564,-49.50240186791255,97.0678734186086
-20.495363800229107,-49.497397101768776,101.07494304704792
-20.496469905445327,-49.503628902942715,94.14562496146179
-20.502055511079305,-49.49964689868548,85.75521089538283
-20.50114902271398,-49.50284798127983,98.67369342894915
-20.496488633284834,-49.504878792253564,92.40398103378065
-20.50183077994844,-49.50258798542401,89.36278193398985
-20.503305072533138,-49.4952412624509,91.88105651772163
-20.499431987375416,-49.496984628881165,94.15882479485283
-20.495638452258394,-49.49540423355679,91.98987598799643
-20.49803970203325,-49.50012145956074,86.26340309607974
-20.499299388299107,-49.50390263801323,100.98320188078604
-20.504028235062293,-49.49952040511026,101.39651823749637
-20.49884992773301,-49.5004562266544,100.83241846987713
-20.49509946149896,-49.4965564291726,89.34299951525861
-20.503599159847635,-49.50401917419216,94.03154741263249
-20.499816703476363,-49.500117588629784,96.06372358088254
-20.496226269280722,-49.50349951335306,99.46418784061218
-20.49759231382246,-49.5017532407311,107.65554772844133
-20.498029842590046,-49.49762642922612,91.51820395121294
-20.49797515916013,-49.50023981870631,97.9897307125711
-20.501405088487804,-49.501241117148545,97.744542885252
-20.502064081557354,-49.5010552372143,102.5103284306596
-20.496906388445215,-49.50040553231594,100.69220977263201
-20.496898866053208,-49.497149834561625,99.04905740519143
-20.4963292768142,-49.49607915311059,95.45106976485273
-20.495867594474436,-49.495446653134955,102.06754073341999
-20.49988657601139,-49.49713096613745,97.12978220124421
-20.499984837053127,-49.501845931042524,92.74333632860858
-20.49701704821033,-49.498118652939134,102.29052072821435
-20.498500360692223,-49.50062396875945,101.95852998568557
-20.497980331227424,-49.50245329377954,102.3136857495558
-20.49704207330564,-49.49659128420574,92.66427420066371
-20.496099946581825,-49.50461573651038,97.07446356672318
-20.501620048431484,-49.495982380078644,97.32929693575282
-20.5012441704736,-49.50038522535375,96.38666601027387
-20.50406018060159,-49.49862798523192,96.57113805860845
-20.49921719859004,-49.49840646077794,103.83733848702475
-20.50464057726203,-49.49604882259293,100.35972700948828
-20.500344019818677,-49.49863330317833,96.20119060548728
-20.499573553652926,-49.498860664152396,100.1542790790896
-20.502134587478718,-49.50433347959439,89.96746452765281
-20.49909166739431,-49.499815919780545,98.29481522355266
-20.504694997500607,-49.50349830999183,104.06225591482556
-20.504626518112506,-49.497625662312785,93.9151129565788
-20.496773994393404,-49.49987778079187,92.05507148145352
-20.501398093585887,-49.49819772220791,91.83105737143569
-20.50372939487348,-49.504583270993976,89.57980005111452
-20.499777567399452,-49.50415207983954,91.99633846595934
-20.497300064469016,-49.49783676611937,93.36757314472771
-20.502841789725032,-49.50427915664002,88.04328752256784
-20.49877109524181,-49.50428743272235,96.42007069898312
-20.504146525350063,-49.50487891524765,99.52830541808706
-20.504483182788313,-49.495434986017,90.46269483345077
-20.49968645368432,-49.49762491640541,102.73437599810995
-20.4995936487839,-49.50146748591498,100.34883165110736
-20.49862570098502,-49.50203464418713,108.16851260357483
-20.497739086662772,-49.50150296770254,100.26738075043275
-20.495241479205376,-49.497253464688185,99.33454980712047
-20.499836996516986,-49.4983862938893,89.80067063613319
-20.501770435270586,-49.50314804432133,99.74256908393698
-20.497048138052314,-49.503258906646664,98.95422097578107
-20.502291677487378,-49.504016043502865,97.89712407316408
-20.500610285792945,-49.498396972802986,89.29734535488411
-20.504215436186577,-49.49735627337778,90.53105661158375
-20.504746492565843,-49.50234953571675,98.00360723321965
-20.49537351585322,-49.50479055038969,90.58319563758482
-20.49664019879488,-49.50417828332524,98.46650780381468
-20.498040257939063,-49.495321399651544,88.18317173192325
-20.50091047055586,-49.502045552225226,100.05733151399446
-20.50326705679929,-49.497307768521615,88.85034261297307
-20.50343562957329,-49.498753364311455,97.78819261671681
-20.502497571018353,-49.50118060360347,98.28327518040545
-20.49950773335294,-49.502943127378046,94.04973335914646
-20.497854040773,-49.50378613581841,100.4093075587281
-20.498398026232824,-49.49884987031961,96.92901262481617
-20.50220066103054,-49.49725366219362,92.33230189341528
-20.49545134719337,-49.49856095746459,90.1647635789718
-20.49762103083304,-49.49969697866751,86.6404913515591
-20.499456459474885,-49.504580487765686,97.52309811177216
-20.498882792537657,-49.495315112224056,87.19367402500421
-20.500803999375723,-49.49701285808345,95.52584964235095
-20.50252269010499,-49.50207177963299,93.8455627210082
-20.501440273213486,-49.49520029670641,98.40306860426473
-20.497421538895356,-49.498981184103634,94.18349169495049
-20.504856065113703,-49.499175773417925,93.36179356146772
-20.50383927359493,-49.4975192682057,98.668893598646
-20.50453997357978,-49.4968823021191,96.67900174925616
-20.50459271197681,-49.49843521392668,96.58911956928206
-20.496445394159892,-49.50371904253634,98.82378084685563
-20.4979634214062,-49.50161732494006,97.5348277558445
-20.500258261709128,-49.49571916359674,98.80288438000092
-20.50402165839349,-49.502753843881564,98.09705800758455
-20.50008384124883,-49.501278329761625,91.56990083898829
-20.500265282292194,-49.50067923117056,94.86924044525131
-20.503267981300898,-49.50060595010306,94.86795248044136
-20.50066148350762,-49.49887060417505,94.57409694807582
-20.501014952656025,-49.49556924162255,96.68164629779322
-20.498841499019477,-49.50259307288167,107.51465350873359
-20.498649063491325,-49.503784986236994,102.653863738598
-20.504546959902278,-49.5030252951014,88.45877079421179
-20.501253873853734,-49.49613075099791,98.12861401300944
-20.498741400842857,-49.498541891873444,102.08130873135282
-20.4999686374142,-49.50214093210761,99.0182208757193
-20.49643510158812,-49.496840530610314,100.52322434817496
-20.49841306368381,-49.49638630003636,105.115241377307
-20.503370655729185,-49.496534856613096,100.12560068885408
-20.504294312525996,-49.4958107346636,96.24874256693563
-20.498575807217936,-49.50247758979827,107.32445216643782
-20.504734886894582,-49.497449580712534,95.72886636194234
-20.499142244187265,-49.50039460502726,97.21077630733402
-20.49559769758575,-49.4965800144711,93.28286527953536
-20.49924525822124,-49.49771509322838,102.99012371808284
-20.501118300737936,-49.497235525535004,90.95833764137808
-20.498567117815576,-49.49843838162319,103.06904435299217
-20.500417471095083,-49.5032257123053,98.49692407456978
-20.49954383210684,-49.49954973081103,88.83206524933392
-20.495585351912236,-49.495153302604756,96.84879294704255
-20.50113897362199,-49.49562611933503,84.51218362008566
-20.49538809436176,-49.50456826264203,98.51234764395676
-20.49594649358044,-49.50335185184271,100.70956109561227
-20.503042088652105,-49.50368271226546,92.11194504105451
-20.504306386991246,-49.49774020090015,95.62516845569272
-20.503992219986223,-49.496822146701426,104.77624148600054
-20.504817781743483,-49.502864886336894,92.48680596133534
-20.50405557039244,-49.49994147307048,89.73048795808762
-20.498169932265835,-49.496592969719885,102.4754117450062
-20.504288113515397,-49.49767198455233,104.82019457272567
-20.50181024369706,-49.49957762794508,95.18262119481243
-20.496551246890306,-49.49909652309541,100.64193023050193
-20.50476728064264,-49.499916394530835,101.71999628218659
-20.496855315174113,-49.502024515486816,96.06118908354823
-20.502181452252266,-49.49934978007141,92.67966071104459
-20.503818351723783,-49.4981111469795,101.16807388035994
-20.49803262834636,-49.49626677084139,103.47361601848073
-20.4987105715322,-49.49863708646021,98.29674033693989
-20.49622527986473,-49.497388784629564,90.7081458258967
-20.497649289561963,-49.50339928365046,108.48011933969705
-20.49696519069615,-49.5003844252558,94.54739622046328
-20.502179654274286,-49.50490668380173,93.4165887096532
-20.503225604562203,-49.50253321135479,96.79018672095631
-20.497493852483593,-49.497735382848866,102.97544310276021
-20.496931652607326,-49.495081900486504,99.28355667901779
-20.495094948579993,-49.50400821900413,97.51319421173392
-20.500873823230886,-49.50098505684139,98.02840454383684
-20.501279819142074,-49.496999290313006,95.25549333588972
-20.49723587039258,-49.50295964365371,102.18954794381713
-20.50159196459747,-49.499449150506976,82.53533687750149
-20.495692426743965,-49.4976692870397,93.62786737120412
-20.49641587248157,-49.4988401454974,96.64412001188786
-20.50071005972625,-49.503119752653845,90.0440605477512
-20.497491289322085,-49.50144615431314,104.00282828749185
-20.497454571259155,-49.49716208215514,94.09290946769767
-20.50396876131164,-49.49945773485868,103.80021098519666
-20.495974470933206,-49.50494770386457,103.28467821002887
-20.499947476275523,-49.49739009239972,92.77159871191758
-20.496735425338922,-49.5046468864506,95.04400466216516
-20.501799503989695,-49.497542662172684,94.67316063657682
-20.496044767715038,-49.50297519439835,94.42897966465706
-20.50110798321266,-49.495419265198805,95.98548600039418
-20.504891623485197,-49.50132059248698,91.22333272987832
-20.49594618023581,-49.50173068383662,91.23705796135962
-20.504087133232137,-49.50351111949668,98.14188579851698
-20.501806863624097,-49.5019439578451,98.48077677720364
-20.49549938032949,-49.49623349238172,91.006372084384
-20.495493928530625,-49.495036656623725,99.48594065311134
-20.499265621118766,-49.50131690469493,95.40243454012001
-20.4986816278783,-49.50051389369045,99.1901980346281
-20.500515544780217,-49.49777929061797,99.21192245582054
-20.50206789228302,-49.49613804219535,94.84388632816174
-20.5017133545463,-49.499069556658135,97.40605125192363
-20.49827481543923,-49.501084743018225,98.18642828398958
-20.497476254705624,-49.500873781591515,98.34956037297695
-20.497084209562743,-49.49804381853503,94.22923290543048
-20.497103818572054,-49.50496781736396,91.9427284923106
-20.504087938969512,-49.4988041066254,94.13161613082329
-20.500055796952974,-49.50144506989559,89.04057790418526
-20.504424412399832,-49.49705802668723,92.54876020370244
-20.499504711176762,-49.50407009360177,94.7361355879814
-20.500584694986266,-49.49911797733051,94.03158083236313
-20.496122958172418,-49.50019027110114,94.89843008561692
-20.50149084987448,-49.498576744740944,94.80408563386916
-20.503829329835725,-49.50435146405517,97.42514789008443
-20.503570083179472,-49.49920016212572,99.40200411455476
-20.497384893682828,-49.499385154120404,92.77324468511367
-20.498817819366838,-49.49939339905584,89.96044248912418
-20.50398877323877,-49.49896512333404,89.80798752322308
-20.50415893193885,-49.498235320627735,92.57498004201467
-20.49799030868541,-49.49695011000319,93.33654309476499
-20.504272369936356,-49.50230179279872,91.17813118785152
-20.496781399407098,-49.4967495058982,88.58784262434217
-20.497937577728436,-49.50001744317736,94.78311738284751
-20.50418651219358,-49.504229417208656,95.92803513874568
-20.504151622859148,-49.50441449070756,97.99538020381692
-20.49513360421499,-49.50165761681304,93.04922349443213
-20.50125729204244,-49.497151030228885,92.97858060110522
-20.50129357852933,-49.49792319065259,90.44593320043907
-20.496872004327425,-49.49711385035327,94.94240231066925
-20.49552751422616,-49.49982730943558,91.31584411347143
-20.49513998936177,-49.50059801002045,98.48621418127523
-20.497466218147412,-49.50352547473294,89.05054762692029
-20.50123740414469,-49.50171807246391,93.78366445156277
-20.50416499283301,-49.50065980633826,96.5328349661432
-20.497228530840726,-49.50411399570321,97.49958404246328
-20.49941595750264,-49.502793880472886,111.42379700541814
-20.50075777990753,-49.49901774705936,97.00723947889642
-20.495936456149053,-49.49764336885761,90.10065293509419
-20.503888025176938,-49.49501652488607,94.5242970674635
-20.500073748957092,-49.495668866686565,86.13794505994036
-20.504886463552324,-49.498574348004645,94.60385195470901
-20.500313393580058,-49.50078751946706,91.93566998859448
-20.50443696724318,-49.49863822635292,99.58747734263582
-20.503811820837317,-49.497143483819194,92.26000438792933
-20.503824737532227,-49.50381663809077,94.44976455443084
-20.49850789697884,-49.500900951103034,96.2919046492224
-20.497539551207346,-49.49660197714364,103.7608218438139
-20.49916631234903,-49.50116167048067,96.9607234314261
-20.495378274515254,-49.49928127728773,104.5061919413724
-20.501251294204764,-49.49912230639138,99.26593691859333
-20.502142879137182,-49.50315523746867,97.61367230155254
-20.496314008718105,-49.501377645583474,99.33012639568481
-20.502764041614803,-49.50165488711258,97.09536482094865
-20.495367774605594,-49.50473803291468,85.69784255661963
-20.504878455253102,-49.504758082361086,93.61465320302452
-20.495301211732926,-49.49668302956324,99.26438470313182
-20.504568400880494,-49.50226929190028,94.77645880481519
-20.49608856886302,-49.49981921233761,88.79948390998024
-20.499722988909138,-49.502012744264114,97.41582755090917
-20.49507035203881,-49.49559320754884,103.533605974564
-20.504262034352646,-49.50240703241134,101.26269341301845
-20.499461457155988,-49.50070343187261,96.81620818829879
-20.49530697464381,-49.49627269749515,99.78400757088204
-20.499769021558297,-49.49658066433208,93.21761637464678
-20.498706013618648,-49.503138985821536,90.40811616525097
-20.498042513110153,-49.49697356690204,90.47608499714227
-20.500454589352323,-49.50041813113262,103.62332199618298
-20.49872441919916,-49.50017031127915,95.72633096911255
-20.49915685688077,-49.50366520027584,95.75782328284873
-20.49598841989509,-49.50419398486243,94.2653122249814
-20.504545536196584,-49.49772060693026,104.5267054056054
-20.502190368104078,-49.50003538847645,103.27640099056207
-20.495495885159237,-49.500631492973845,106.95839200835664
-20.49609736216109,-49.49770491771348,94.34152631597374
-20.500443432472142,-49.497344871010085,96.5562524176876
-20.498798674021984,-49.50341091832331,90.38145051913054
-20.502226188170187,-49.49889774850522,102.46397123548871
-20.503118788402762,-49.503646459177226,89.23042276528021
-20.5003630159506,-49.497486249139705,96.1757985474044
-20.501466477719738,-49.498430448437325,89.6170366417974
-20.499163438881492,-49.495433853789166,92.07472187409144
-20.50422265363035,-49.504310419836436,90.83333781050051
-20.495256051923338,-49.50442945278849,92.3447246798744
-20.495137892555206,-49.50217812925307,93.15687545288782
-20.498018382859804,-49.502382943162644,102.48192164110894
-20.49963903633656,-49.50253021200928,101.84552076947183
-20.501904723837136,-49.49593745419479,89.48676015318469
-20.49686204980293,-49.5025045380015,100.42275024760296
-20.498152688274462,-49.502280502738714,111.98892461853643
-20.50337383060655,-49.497406017375816,92.4467736298928
-20.49589072815506,-49.5005026015755,92.53937931957037
-20.49677462757077,-49.49723289443045,93.95663676707055
-20.49550200086708,-49.504346338424355,101.38582046930796
-20.49774280491612,-49.50012428806327,98.2292332512851
-20.49886584804064,-49.50466386399817,93.25512495482258
-20.500817569637093,-49.50437346796545,97.7962076599742
-20.49567271516646,-49.49593562546655,89.51119015561223
-20.496339361104997,-49.503607546288826,99.89384023961426
-20.504547813298938,-49.499675793177246,97.05744372107269
-20.504736330255028,-49.50088904397399,93.47721394124927
-20.50123536633122,-49.50152656673741,91.3772690361346
-20.496894466692183,-49.49600166654312,90.60025989934549
-20.49512723870685,-49.504781766032245,97.94913125684242
-20.503495831088966,-49.49836210313824,101.16549692952388
-20.49905869284648,-49.49536605565786,91.83159756258104
-20.50119109143369,-49.49939831816538,97.53627030389936
-20.495300856021856,-49.495631775379664,84.57973249070241
-20.496578810768643,-49.50447742120714,92.93928631080561
-20.49661671295289,-49.50081206680926,97.2669215168358
-20.50031306840205,-49.50239842209038,91.88622994495255
-20.500851804976623,-49.49769179035019,90.40302949538578
-20.502265929280693,-49.49518702909503,91.66594493972411
-20.50443624503349,-49.502434699375556,96.48464995785685
-20.49635277623745,-49.498458253985255,94.36514891302757
-20.4968709899087,-49.5030190236724,87.08663958227847
-20.49500282326714,-49.499346697454286,84.6704425432431
-20.495033631629262,-49.500360675133116,92.47170514597288
-20.499445682943975,-49.49527994670368,97.30395101774067
-20.497310125848195,-49.49891472727303,81.8979329730207
-20.495552342701178,-49.50150493627913,93.73605017080905
-20.49650352609323,-49.50385904215112,93.74799906399494
-20.502526518982567,-49.50348753171265,102.06957381291794
